index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index,time
1,0.0,-15.5,2.5,-4.4,-19.8,2.5,-4.2,1,0.1,0,0.130567192,0.611050071,0.304635615,0.553547054,0.608850858,101.5298651,354.2701145,187.7515884,98.36549195,101.5298651,-31.74418745,2.333660105,1,5,3.944998295,-3.916294529,25.51061503,12,0.764300915,-1.181007571,14.26777867,-0.265058115,0.22794058,-0.93690303,1.166830052,1.800758384,-1.84650032,415.877694,144.819911,583.2866036,583.2866036,1,0.0
2,0.09,-15.5,2.2,-4.3,-19.8,1.9,-4.2,1,0.1,0,0.285782695,0.55273391,0.434630766,0.605132425,0.544521818,101.1516575,387.2847522,218.6295275,97.08709706,101.1516575,-73.13093414,2.318232553,1,5,3.944998295,-3.916294529,25.51061503,12,1.530054547,-0.466257476,14.27383209,-0.201245312,0.287503088,-0.936398579,1.159116276,1.862415161,-1.782490436,415.877694,144.819911,583.2866036,583.2866036,2,0.09
3,0.16,-15.5,2.1,-4.3,-19.8,1.7,-4.2,1,0.1,0,0.272909029,0.576453488,0.440005444,0.598864455,0.540473284,101.3049338,383.2732514,220.5728236,96.95219427,101.3049338,-70.27924905,2.32870006,1,5,3.944998295,-3.916294529,25.51061503,12,1.440389109,-0.422160998,14.30713505,-0.208717432,0.291177794,-0.933623332,1.16435003,1.866254075,-1.790736266,415.877694,144.819911,583.2866036,583.2866036,3,0.16
4,0.19,-15.5,2.1,-4.3,-19.8,1.7,-4.2,1,0.1,0,0.263225361,0.578664234,0.444994002,0.599111725,0.537995956,101.3921813,383.4315043,221.7619409,96.9022799,101.3921813,-70.53353399,2.331677532,1,5,3.944998295,-3.916294529,25.51061503,12,1.444809675,-0.394726705,14.31474004,-0.208349052,0.293463985,-0.932989583,1.165838766,1.868644688,-1.790504835,415.877694,144.819911,583.2866036,583.2866036,4,0.19
5,0.26,-15.5,2,-4.4,-19.8,1.7,-4.2,1,0.1,0,0.17970954,0.594781371,0.432615888,0.591886768,0.542879235,101.3454589,378.8075316,219.4179673,97.01045913,101.3454589,-66.80055954,2.334059551,1,5,3.944998295,-3.916294529,25.51061503,12,1.338015991,-0.449417564,14.32203124,-0.217248525,0.288906414,-0.932381983,1.167029775,1.863880671,-1.799715699,415.877694,144.819911,583.2866036,583.2866036,5,0.26
6,0.29,-15.5,2,-4.4,-19.8,1.7,-4.2,1,0.1,0,0.254502416,0.599505697,0.438695146,0.591609901,0.539727843,101.043184,378.6303367,220.9306356,96.54411013,101.043184,-66.94873064,2.328777214,1,5,3.944998295,-3.916294529,25.51061503,12,1.335102644,-0.41476294,14.33350802,-0.217491304,0.291794299,-0.931425585,1.164388607,1.866898567,-1.800189808,415.877694,144.819911,583.2866036,583.2866036,6,0.29
7,0.33,-15.5,2,-4.4,-19.8,1.7,-4.2,1,0.1,0,0.232784494,0.60387214,0.443876963,0.591249567,0.537037108,100.7599042,378.3997231,222.222188,96.11856862,100.7599042,-67.01675531,2.323793858,1,5,3.944998295,-3.916294529,25.51061503,12,1.330821483,-0.385159425,14.34382658,-0.217848068,0.294261259,-0.930565705,1.161896929,1.869478789,-1.800757903,415.877694,144.819911,583.2866036,583.2866036,7,0.33
8,0.36,-15.5,2,-4.4,-19.8,1.7,-4.2,1,0.1,0,0.261799654,0.607579315,0.448347429,0.590941171,0.534729992,100.8601223,378.2023495,223.3296037,96.07903988,100.8601223,-67.07333708,2.327453015,1,5,3.944998295,-3.916294529,25.51061503,12,1.32702961,-0.359568393,14.3528402,-0.218164057,0.296393845,-0.929814569,1.163726507,1.871710938,-1.801259319,415.877694,144.819911,583.2866036,583.2866036,8,0.36
9,0.39,-15.5,2,-4.4,-19.8,1.7,-4.2,1,0.1,0,0.21651215,0.611494704,0.453112395,0.590607568,0.532283883,100.9511953,377.9888437,224.5037361,96.02086664,100.9511953,-67.13052524,2.331004402,1,5,3.944998295,-3.916294529,25.51061503,12,1.322919734,-0.332410696,14.36249947,-0.218506547,0.298656986,-0.929009631,1.165502201,1.874081431,-1.801801363,415.877694,144.819911,583.2866036,583.2866036,9,0.39
10,0.42,-15.5,2,-4.4,-19.8,1.7,-4.2,1,0.1,0,0.190638689,0.615318369,0.457812173,0.590274275,0.52988436,101.0352167,377.7755357,225.6555074,95.95694256,101.0352167,-67.18413695,2.33438714,1,5,3.944998295,-3.916294529,25.51061503,12,1.318803119,-0.305739675,14.37207866,-0.218849598,0.300879571,-0.928211364,1.16719357,1.876411156,-1.802343176,415.877694,144.819911,583.2866036,583.2866036,10,0.42
