index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index,time
1,0.0,0,0,0,0,0,0,0,0,1,1,0.46375777,0.485458139,0.633042001,0.552064792,103.5687406,405.1468808,215.0088999,96.23049067,103.5687406,76.71609909,7.82E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.48E-08,-1.79E-08,4.73E-07,-0.050324391,0.372905928,-0.92650344,3.91E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,1,0.0
2,0.063,-15.5,2.1,-4.1,-19.8,2,-4.2,1,0,0,0.919444683,0.492942585,0.496425718,0.62341359,0.544387238,103.5536896,398.9846978,218.6941257,96.22937798,103.5536896,78.41140115,7.85E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.02E-08,-1.52E-08,4.75E-07,-0.050324391,0.372905928,-0.92650344,3.93E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,2,0.063
3,0.095,-15.5,2.1,-4.1,-19.8,2,-4.2,1,0,0,0.876950321,0.488312575,0.494879488,0.624955508,0.545511557,103.4798938,399.9715249,218.1544526,96.15789467,103.4798938,78.14579603,7.84E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.10E-08,-1.56E-08,4.74E-07,-0.050324391,0.372905928,-0.92650344,3.92E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,3,0.095
4,0.128,-15.5,1.9,-4.1,-19.8,1.7,-4.2,1,0,0,0.861915218,0.489485642,0.496432766,0.624667197,0.544756508,101.8454382,399.7870063,218.5168762,94.6271813,101.8454382,78.22613967,7.72E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.09E-08,-1.53E-08,4.74E-07,-0.050324391,0.372905928,-0.92650344,3.86E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,4,0.128
5,0.196,-15.5,1.9,-4.1,-19.8,1.7,-4.2,1,0,0,0.883675573,0.49234848,0.498477934,0.623809368,0.543621861,98.1208897,399.2379953,219.0615066,91.15817975,98.1208897,78.39694798,7.44E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.05E-08,-1.50E-08,4.75E-07,-0.050324391,0.372905928,-0.92650344,3.72E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,5,0.196
6,0.228,-15.5,1.9,-4.1,-19.8,1.7,-4.2,1,0,0,0.849622718,0.489591116,0.497472466,0.624720424,0.544324679,98.86799129,399.8210716,218.7241543,91.85112613,98.86799129,78.23988902,7.50E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.09E-08,-1.52E-08,4.74E-07,-0.050324391,0.372905928,-0.92650344,3.75E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,6,0.228
7,0.26,-15.5,1.9,-4.1,-19.8,1.7,-4.2,1,0,0,0.857205775,0.492368774,0.496727691,0.623648144,0.544326866,96.89387217,399.134812,218.7231044,90.03880166,96.89387217,78.3700608,7.35E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.04E-08,-1.53E-08,4.74E-07,-0.050324391,0.372905928,-0.92650344,3.67E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,7,0.26
8,0.296,-15.5,1.9,-4.1,-19.8,1.7,-4.2,1,0,0,0.838724992,0.49291265,0.496870504,0.623463633,0.544210789,96.55569149,399.0167248,218.7788213,89.72548564,96.55569149,78.39990788,7.32E-08,1,44,0.603892754,-4.474871153,11.11804176,12,6.03E-08,-1.53E-08,4.74E-07,-0.050324391,0.372905928,-0.92650344,3.66E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,8,0.296
9,0.359,-15.5,1.9,-4.2,-19.8,1.7,-4.2,1,0,0,0.93595116,0.497790873,0.497258982,0.621730682,0.54353277,95.52676829,397.9076367,219.1042702,88.78617038,95.52676829,78.65988661,7.25E-08,1,44,0.603892754,-4.474871153,11.11804176,12,5.95E-08,-1.50E-08,4.75E-07,-0.050324391,0.372905928,-0.92650344,3.62E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,9,0.359
10,0.391,-15.5,1.9,-4.2,-19.8,1.7,-4.2,1,0,0,1,0.503507296,0.499282536,0.619839275,0.542112674,93.68080001,396.6971357,219.7859165,87.0723816,93.68080001,78.98544565,7.12E-08,1,44,0.603892754,-4.474871153,11.11804176,12,5.86E-08,-1.45E-08,4.75E-07,-0.050324391,0.372905928,-0.92650344,3.56E-08,1.952935214,-1.625059469,353.6762098,-9.542156413,1338.365184,1338.365184,10,0.391
