index,time,L_x,L_y,L_z,C_x,C_y,C_z,F_x,F_y,F_z,confidence,gaze_norm_pos_x,gaze_norm_pos_y,left_gaze,norm_pos_x,norm_pos_y,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius	theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,index,time
1,0.0,-14.3,3.5,-4.1,-19.8,2.5,-4.2,1,0.1,0,1.0,0.4665527285117288,0.6133683315493412,0.33661268660662347,0.5598311015341753,121.80344295107483,215.43211942823902,211.2810712635959,109.10648202022071,121.80344295107483,80.87387626948113,2.538698521740026,0.6119967916672353,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.178105859988169,-0.5569255263514084,13.095310289282043,0.23722723376188132,0.4563428645063659,-0.8575980582859375,1.269349260870013,2.0446771267574504,-1.3009263087472016,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,1,0.0
2,0.1,-11.6,3.4,-4.1,-19.8,2,-4.2,1,0.1,0,1.0,0.44990224738173223,0.6307370741150917,0.34334979767060203,0.5555319216669135,122.34517893360055,219.74387050918529,213.34467759988155,109.17333758336343,122.34517893360055,79.0072279696126,2.562128287521919,0.6090562100077523,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.0935572405448544,-0.5145145153714301,13.141805346040972,0.24427295204882424,0.4598771154213641,-0.8537234702226935,1.2810641437609596,2.048653134102745,-1.292115558379854,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,2,0.1
3,0.2,-15.5,2.6,-4.1,-19.8,1.7,-4.2,1,0.1,0,1.0,0.4709903426604405,0.6229738410344785,0.3353460526732069,0.5552834055781091,123.03031385331819,214.6214737108524,213.46396532250765,109.75617870190774,123.03031385331819,81.14199105179122,2.5670155808974644,0.6250589138863449,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.1980105944328585,-0.5103887824374729,13.114710043628499,0.23556850589149053,0.4602209264991939,-0.8559814120903996,1.2835077904487322,2.049040355177068,-1.3022415574744093,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,3,0.2
4,0.3,-15.5,2,-4.5,-19.8,1.7,-4.2,1,0.1,0,0.99,0.6609574030153018,0.38498547692287755,0.2531375287547758,0.6198728095855653,131.55394172296897,162.0080184030565,182.46105139892865,119.69256806112158,131.55394172296897,-74.4685104412448,2.5784917523419684,0.629819469977444,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-3.1849004602748394,-1.1179228405384212,12.594996184884636,0.15332768373799216,0.40959308832411484,-0.8992909003190548,1.2892458761709842,1.9928043004455904,-1.401921782714241,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,4,0.3
5,0.4,-9.3,2.4,-4.8,-19.8,1.7,-4.2,1,0.1,0,0.16644928091024427,0.7604986137355096,0.2673779200209916,0.21258274012247194,0.6703573545703904,132.1097866037315,136.05295367838204,158.22846980621262,120.179840573463,132.1097866037315,-62.48760285479898,2.49906705495583,0.627708013984285,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-3.6389315081767744,-1.5803406173807701,12.329690568506122,0.11549176307949754,0.3710582735872524,-0.9213997016839309,1.249533527477915,1.9509447207936288,-1.4461028110770584,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,5,0.4
6,0.4,-9.3,2.3,-4.8,-19.8,1.7,-4.2,1,0.1,0,0.16644928091024427,0.7604986137355096,0.2673779200209916,0.21258274012247194,0.6703573545703904,132.1097866037315,136.05295367838204,158.22846980621262,120.179840573463,132.1097866037315,-62.48760285479898,2.49906705495583,0.627708013984285,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-3.6389315081767744,-1.5803406173807701,12.329690568506122,0.11549176307949754,0.3710582735872524,-0.9213997016839309,1.249533527477915,1.9509447207936288,-1.4461028110770584,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,6,0.4
7,0.5,-9.3,2.3,-4.8,-19.8,1.7,-4.2,1,0.1,0,0.12053817647999283,0.5724383728363862,0.38434352481845746,0.28735326008129214,0.6366708674029136,125.6756083978406,183.90608645202698,174.39798364660152,117.19842000150943,125.6756083978406,-79.53072872372857,2.4883259027409963,0.6075778740682325,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.740464141020172,-1.2874852727865287,12.604030324199154,0.1903640436758811,0.3954628856367726,-0.8985380553761785,1.2441629513704981,1.9773680913401217,-1.362023605718126,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,7,0.5
8,0.5,-15.5,1.9,-4.3,-19.8,1.7,-4.2,1,0.1,0,0.12053817647999283,0.5724383728363862,0.38434352481845746,0.28735326008129214,0.6366708674029136,125.6756083978406,183.90608645202698,174.39798364660152,117.19842000150943,125.6756083978406,-79.53072872372857,2.4883259027409963,0.6075778740682325,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.740464141020172,-1.2874852727865287,12.604030324199154,0.1903640436758811,0.3954628856367726,-0.8985380553761785,1.2441629513704981,1.9773680913401217,-1.362023605718126,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,8,0.5
9,0.6,-15.5,2,-4.3,-19.8,1.7,-4.2,1,0.1,0,0.9243676371038786,0.554166558358284,0.39524621579223496,0.29458004178901354,0.634623054696048,122.2354308815791,188.53122674496865,175.38093374589698,114.2423796738086,122.2354308815791,-81.65351854704465,2.430963140688286,0.6039481932730517,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.6524873717050643,-1.272330406281732,12.629739203201705,0.19769544111880674,0.39672579117883894,-0.8963956487926324,1.215481570344143,1.978743491241673,-1.3537263875593333,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,9,0.6
10,0.6,-15.5,1.9,-4.3,-19.8,1.7,-4.2,1,0.1,0,0.9243676371038786,0.554166558358284,0.39524621579223496,0.29458004178901354,0.634623054696048,122.2354308815791,188.53122674496865,175.38093374589698,114.2423796738086,122.2354308815791,-81.65351854704465,2.430963140688286,0.6039481932730517,6,-5.024832665130745,-6.0330399004277995,23.386486988713294,12.0,-2.6524873717050643,-1.272330406281732,12.629739203201705,0.19769544111880674,0.39672579117883894,-0.8963956487926324,1.215481570344143,1.978743491241673,-1.3537263875593333,186.7864799922877,80.05786161596416,636.2648655687934,636.2648655687934,10,0.6
